gene	module
C17orf49	brown
C17orf51	grey
C17orf53	grey
ENTHD2	grey
EFCAB13	grey
C17orf58	brown
C17orf59	turquoise
C17orf61	blue
C17orf62	yellow
FAM222B	greenyellow
C17orf66	red
C17orf67	grey
CRHR1-IT1	grey
C17orf70	grey
C17orf72	red
C17orf74	turquoise
C17orf75	black
C17orf79	red
C17orf80	grey
ELP5	grey
C17orf82	turquoise
C17orf85	grey
C17orf89	blue
OXLD1	grey
C17orf96	turquoise
C17orf97	red
LDLRAD4	red
C18orf21	blue
C18orf25	grey
C18orf32	blue
C18orf56	grey
C18orf8	grey
C19orf10	yellow
C19orf12	grey
C19orf18	grey
C19orf21	greenyellow
C19orf24	grey
C19orf25	grey
C19orf26	grey
CACTIN	grey
C19orf33	blue
C19orf38	grey
C19orf40	grey
SMIM7	grey
C19orf43	blue
C19orf44	red
SYNE4	grey
DNAAF3	red
C19orf53	grey
C19orf54	grey
C19orf55	darkred
C19orf57	grey
C19orf6	grey
C19orf60	grey
EMC10	grey
C19orf66	grey
C19orf70	grey
C19orf71	turquoise
C19orf73	turquoise
ADM5	turquoise
PET100	blue
C19orf80	turquoise
C1D	grey
C1GALT1	blue
C1GALT1C1	blue
C1orf101	black
C1orf106	greenyellow
C1orf109	grey
C1orf110	red
C1orf112	black
C1orf114	green
C1orf115	salmon
C1orf116	greenyellow
C1orf122	grey
C1orf123	grey
SPRTN	grey
C1orf126	grey
C1orf129	green
NCMAP	brown
C1orf131	grey
SERTAD4-AS1	blue
AUNIP	grey
C1orf141	green
SZRD1	greenyellow
GCSAML	turquoise
C1orf158	red
C1orf159	grey
C1orf168	green
C1orf172	grey
C1orf173	red
C1orf174	cyan
TSACC	grey
C1orf189	green
LURAP1	grey
C1orf192	green
C1orf194	green
C1orf198	cyan
STPG1	red
C1orf21	grey
C1orf210	brown
C1orf226	grey
C1orf228	green
C1orf229	turquoise
C1orf27	grey
COA6	blue
C1orf35	turquoise
THEMIS2	grey
C1orf43	black
C1orf50	grey
C1orf51	grey
C1orf52	blue
C1orf53	blue
C1orf54	grey
SDE2	grey
C1orf56	darkred
C1orf63	grey
C1orf64	lightcyan
C1orf65	turquoise
C1orf68	turquoise
C1orf74	grey
C1orf85	yellow
C1orf87	red
PIFO	green
SUCO	blue
CCSAP	grey
C1orf98	grey
C1QBP	grey
C1QTNF1	lightcyan
C1QTNF3	black
C1QTNF6	grey
C1R	grey
C1RL	grey
C1S	grey
GID8	lightyellow
C20orf111	blue
C20orf112	greenyellow
C20orf141	turquoise
C20orf151	grey
FAM217B	grey
C20orf194	grey
C20orf196	grey
C20orf197	grey
MRGBP	grey
C20orf201	grey
C20orf26	red
AP5S1	greenyellow
APMAP	yellow
TMEM230	salmon
AAR2	salmon
RTFDC1	grey
SLC52A3	yellow
NDUFAF5	grey
C20orf72	grey
SCP2D1	turquoise
C20orf85	red
C20orf94	grey
C20orf96	red
C21orf15	black
C21orf2	red
C21orf33	black
C21orf58	red
C21orf59	green
FAM176C	grey
C21orf7	grey
C21orf91	grey
C22orf13	greenyellow
C22orf15	red
C22orf23	red
C22orf25	grey
C22orf28	lightgreen
C22orf29	grey
C22orf32	grey
C22orf39	turquoise
CDPF1	grey
C22orf43	grey
C22orf46	grey
C2CD2	greenyellow
C2CD2L	darkred
C2CD3	darkred
C2CD4A	grey
C2CD4B	grey
C2CD4C	grey
C2orf15	black
C2orf18	yellow
C2orf27A	grey
ATRAID	blue
C2orf29	greenyellow
C2orf40	red
C2orf42	black
C2orf43	grey
C2orf44	grey
C2orf47	grey
C2orf49	black
C2orf54	brown
KIAA1211L	red
NDUFAF7	blue
C2orf57	turquoise
C2orf62	red
CLHC1	black
C2orf65	grey
C2orf66	black
KANSL1L	green
C2orf68	grey
C2orf69	grey
C2orf70	red
C2orf73	green
C2orf76	grey
CCDC173	green
C2orf81	red
TRABD2A	brown
C3	grey
C3orf14	blue
MAATS1	red
C3orf17	grey
C3orf18	grey
CCDC174	yellow
TCAIM	blue
EFCAB12	red
CMSS1	black
C3orf27	turquoise
C3orf32	grey
C3orf33	grey
C3orf35	grey
C3orf36	turquoise
C3orf37	grey
C3orf38	blue
GTDC2	darkred
C3orf52	grey
C3orf58	grey
C3orf62	brown
EOGT	grey
C3orf67	red
C3orf70	brown
C3orf74	turquoise
ELP6	grey
SMIM4	black
C3orf80	turquoise
C4BPA	grey
C4BPB	grey
C4orf19	brown
C4orf21	black
C4orf22	green
C4orf27	black
C4orf29	grey
C4orf33	black
C4orf34	black
C4orf36	grey
STPG2	black
WWC2-AS2	turquoise
FAM218A	turquoise
TMA16	grey
C4orf46	grey
C4orf47	green
C4orf48	grey
C4orf51	green
C4orf52	blue
C4orf6	black
C5	green
C5orf15	green
C5orf20	turquoise
C5orf22	grey
C5orf24	grey
C5orf28	blue
C5orf30	grey
CYSTM1	green
C5orf34	grey
SETD9	blue
C5orf38	grey
ANXA2R	turquoise
C5orf4	red
CREBRF	grey
C5orf42	green
C5orf43	grey
C5orf44	blue
C5orf45	green
C5orf46	grey
C5orf49	red
C5orf51	grey
C5orf54	black
C5orf55	turquoise
SMIM3	yellow
C5orf63	grey
PROB1	turquoise
C6	red
C6orf1	pink
ADGB	green
ADTRP	grey
C6orf106	greenyellow
C6orf108	grey
ABRACL	grey
C6orf118	red
C6orf120	grey
MNF1	blue
C6orf130	grey
C6orf132	greenyellow
C6orf136	grey
PTCHD4	grey
C6orf141	turquoise
C6orf15	grey
C6orf162	blue
C6orf163	grey
C6orf164	grey
C6orf165	green
FAXC	brown
C6orf170	black
SLC18B1	black
C6orf203	blue
C6orf222	grey
C6orf223	brown
C6orf225	green
C6orf226	turquoise
C6orf228	grey
C6orf47	brown
C6orf48	blue
C6orf52	grey
C6orf57	grey
C6orf62	lightgreen
C6orf70	black
GINM1	lightgreen
C6orf89	greenyellow
ZC2HC1B	black
CCDC170	green
MPLKIP	black
C7orf13	turquoise
C7orf23	grey
C7orf25	grey
C7orf26	greenyellow
C7orf29	turquoise
MALSU1	grey
C7orf31	grey
C7orf41	grey
TMEM248	yellow
C7orf43	yellow
COA1	blue
FAM221A	green
C7orf49	yellow
C7orf50	black
C7orf57	red
CPED1	grey
LAMTOR4	blue
C7orf60	grey
C7orf63	green
FAM220A	grey
C7orf73	grey
C8orf33	salmon
C8orf34	green
C8orf37	black
NDUFAF6	black
RBM12B-AS1	turquoise
C8orf4	grey
C8orf40	black
C8orf42	black
C8orf44	grey
MCMDC2	green
C8orf47	grey
C8orf48	grey
RHPN1-AS1	turquoise
C8orf58	grey
C8orf59	blue
C8orf73	brown
C8orf76	grey
ZNF252P-AS1	turquoise
C8orf82	grey
TRIQK	blue
AARD	turquoise
ARHGEF39	grey
ERCC6L2	black
IDNK	green
C9orf114	grey
C9orf116	red
C9orf117	red
C9orf123	grey
TMEM246	greenyellow
FAM221B	grey
C9orf135	black
SAPCD2	turquoise
C9orf142	turquoise
LURAP1L	grey
C9orf152	brown
C9orf156	grey
C9orf163	turquoise
C9orf169	turquoise
C9orf172	turquoise
C9orf174	red
AAED1	green
FAM219A	yellow
C9orf3	grey
C9orf37	grey
C9orf41	grey
C9orf43	turquoise
PLGRKT	blue
TMEM245	grey
C9orf53	turquoise
C9orf64	grey
C9orf66	turquoise
SPATA6L	green
CACFD1	brown
C9orf72	green
C9orf78	grey
INIP	blue
CAAP1	grey
C9orf84	black
C9orf85	grey
RABL6	lightyellow
C9orf89	grey
C9orf9	red
C9orf91	grey
CCDC171	green
NMRK1	grey
CA11	grey
CA12	grey
CA13	turquoise
CA2	brown
CA3	turquoise
CA4	turquoise
CA5B	grey
CA5BP1	grey
CA6	brown
CA8	grey
CA9	brown
CAB39	grey
CAB39L	black
CABIN1	darkred
CABLES1	cyan
CABLES2	yellow
CABYR	grey
CACHD1	grey
CACNA1D	turquoise
CACNB1	brown
CACNB3	grey
CACNB4	royalblue
CACNG4	darkred
CACNG6	grey
CACYBP	grey
CAD	grey
CADM1	grey
CADM2	grey
CADM4	greenyellow
CADPS2	grey
CAHM	turquoise
CALB2	pink
CALCOCO1	grey
CALCOCO2	grey
CALCRL	blue
CALD1	pink
CALHM2	grey
CALM1	grey
CALM2	blue
CALM3	grey
CALML3	turquoise
CALML4	green
CALML5	brown
CALML6	turquoise
CALR	greenyellow
CALU	grey
CAMK1	grey
CAMK1D	greenyellow
CAMK2D	grey
CAMK2G	grey
CAMK2N1	lightcyan
CAMK4	grey
CAMKK1	turquoise
CAMKK2	brown
CAMKMT	grey
CAMLG	grey
CAMSAP1	darkred
CAMSAP2	grey60
CAMSAP3	greenyellow
CAMTA1	pink
CAMTA2	greenyellow
CAND1	blue
CAND2	darkred
CANT1	brown
CANX	grey
CAP1	grey
CAP2	green
CAPG	grey
CAPN1	cyan
CAPN10	grey
CAPN11	turquoise
CAPN13	grey
CAPN14	brown
CAPN2	yellow
CAPN3	grey
CAPN5	grey
CAPN7	blue
CAPN8	brown
CAPN9	darkred
CAPNS1	grey
CAPNS2	grey
CAPRIN1	grey
CAPRIN2	grey
CAPS	green
CAPS2	green
CAPSL	green
CAPZA1	blue
CAPZA2	blue
CAPZA3	turquoise
CAPZB	cyan
CARD10	yellow
CARD11	yellow
CARD14	grey
CARD6	grey
CARD8	grey
CARD9	grey
CARHSP1	black
CARKD	salmon
CARM1	greenyellow
CARS	salmon
CARS2	grey
CASC1	green
CASC3	grey
CASC4	grey
CASC5	green
CASD1	black
CASK	grey
CASKIN1	grey
CASKIN2	greenyellow
CASP1	blue
CASP10	grey
CASP2	greenyellow
CASP3	blue
CASP4	blue
CASP6	lightgreen
CASP7	grey
CASP8	grey
CASP8AP2	blue
CASP9	grey
CAST	lightyellow
CASZ1	greenyellow
CAT	grey
CATSPER1	turquoise
CATSPER3	grey
CATSPERB	grey
CATSPERG	grey
CAV1	grey
CAV2	lightgreen
CBFA2T2	grey
CBFA2T3	grey
CBFB	grey
CBL	cyan
CBLB	grey
CBLC	brown
CBLL1	cyan
CBLN3	grey
CBR1	brown
CBR3	brown
CBR4	grey
CBWD1	blue
CBWD2	blue
CBX1	grey
CBX2	grey
CBX3	blue
CBX4	yellow
CBX5	darkred
CBX6	grey
CBX7	grey
CBX8	red
CBY1	green
CC2D1A	grey
CC2D1B	yellow
CC2D2A	red
CCAR1	grey
CCBE1	grey
CCBL1	brown
CCBL2	grey
CCBP2	lightcyan
CCDC101	grey
CCDC102A	grey
CCDC103	red
CCDC104	green
CCDC106	grey
CCDC107	grey
CCDC108	red
CCDC109B	blue
CCDC11	green
CCDC110	black
CCDC111	black
CCDC112	grey
CCDC113	red
CCDC114	red
CCDC115	grey
CCDC117	lightyellow
CCDC12	grey
CCDC120	greenyellow
CCDC121	red
CCDC122	green
CCDC124	grey60
CCDC125	black
CCDC126	blue
CCDC127	salmon
CCDC129	turquoise
CCDC13	red
CCDC130	grey
CCDC132	blue
CCDC134	grey
CCDC135	red
CCDC136	green
CCDC137	grey
CCDC138	green
CCDC14	grey
CCDC142	turquoise
CCDC144A	grey
CCDC144C	grey
CCDC146	green
CCDC147	green
CCDC148	green
CCDC149	yellow
CCDC15	green
CCDC150	black
CCDC151	red
CCDC152	black
CCDC153	green
CCDC157	red
CCDC159	grey
CCDC160	black
CCDC162P	green
CCDC164	red
SOGA2	grey
CCDC167	grey
CCDC17	red
CCDC18	black
CCDC19	red
CCDC22	grey
CCDC23	grey
CCDC24	red
CCDC25	blue
CCDC28A	black
CCDC28B	turquoise
CCDC3	grey
CCDC30	green
CCDC33	red
CCDC34	green
CCDC37	red
CCDC39	green
CCDC40	red
CCDC41	green
CCDC42B	red
CCDC43	grey
CCDC47	grey
CCDC50	pink
CCDC51	grey
CCDC53	grey
CCDC54	turquoise
COA3	grey
CCDC57	green
CCDC58	blue
CCDC59	grey
CCDC6	greenyellow
CCDC60	green
CCDC64	grey
CCDC64B	grey
CCDC65	red
CCDC66	black
CCDC67	green
CCDC68	lightgreen
CCDC69	darkred
CCDC7	blue
CCDC71	grey
CCDC71L	grey
TMA7	blue
CCDC74A	grey
CCDC74B	red
CCDC75	grey
TRMT13	black
CCDC77	grey
CCDC78	red
CCDC8	grey
CCDC80	grey
CCDC81	red
CCDC82	grey
CCDC84	grey
CCDC85B	turquoise
CCDC85C	greenyellow
CCDC86	grey
CCDC87	turquoise
CCDC88A	grey
CCDC88B	grey
CCDC88C	darkred
CCDC89	green
CCDC9	grey
CCDC90A	grey
CCDC90B	grey
CCDC91	blue
CCDC92	grey
CCDC93	grey
CCDC94	grey
CCDC96	red
CCDC97	grey
SPDL1	blue
CCHCR1	grey
CCIN	turquoise
CCL15	green
CCL17	brown
CCL18	grey
CCL19	turquoise
CCL2	pink
CCL20	grey
CCL21	turquoise
CCL22	brown
CCL24	turquoise
CCL26	turquoise
CCL28	grey
CCL4	grey
CCL5	grey
CCM2	yellow
CCNA1	green
CCNA2	grey
CCNB1	green
CCNB1IP1	blue
CCNB2	grey
CCNB3	grey
CCNC	blue
CCND1	yellow
CCND2	pink
CCND3	yellow
CCNDBP1	grey
CCNE1	turquoise
CCNE2	grey
CCNF	grey
CCNG1	lightgreen
CCNG2	grey
CCNH	blue
CCNI	grey
CCNI2	grey
CCNJ	yellow
CCNJL	grey
CCNK	greenyellow
CCNL1	grey
CCNL2	grey
CCNO	red
CCNT1	grey
CCNT2	blue
CCNY	grey
CCNYL1	grey
CCP110	green
CCPG1	grey
CCRL1	black
CCRL2	brown
CCRN4L	pink
CCS	salmon
CCT2	black
CCT3	grey
CCT4	grey
CCT5	grey
CCT6A	black
CCT6B	black
CCT6P1	grey
CCT6P3	blue
CCT7	grey
CCT8	blue
CCT8L2	turquoise
CCZ1	grey
CD109	grey
CD14	turquoise
CD151	pink
CD163L1	grey
CD164	grey
CD164L2	red
CD177	grey
CD1C	turquoise
CD200	grey
CD200R1	grey
CD22	turquoise
CD226	black
CD248	turquoise
CD274	brown
CD276	grey
CD2AP	grey
CD2BP2	grey
CD320	grey
CD36	brown
CD38	red
CD3EAP	yellow
CD3G	turquoise
CD4	darkred
CD40	yellow
CD44	lightcyan
CD46	grey
CD47	royalblue
CD5	brown
CD55	brown
CD58	blue
CD59	grey
CD6	turquoise
CD63	grey
CD68	brown
CD69	grey
CD7	brown
CD72	grey
CD74	darkred
CD79B	turquoise
CD81	yellow
CD82	yellow
CD83	grey
CD86	grey
CD9	royalblue
CD96	green
CD97	darkred
CD99	grey
CD99L2	grey
CD99P1	grey
CDA	pink
CDADC1	green
CDAN1	grey
CDC123	grey
CDC14A	red
CDC14B	grey
CDC14C	turquoise
CDC16	black
CDC20	red
CDC20B	red
CDC23	grey
CDC25A	grey
CDC25B	grey
CDC25C	black
CDC26	black
CDC27	turquoise
CDC34	yellow
CDC37	yellow
CDC37L1	blue
CDC40	blue
CDC42	grey
CDC42BPA	cyan
CDC42BPB	greenyellow
CDC42BPG	grey
CDC42EP1	lightcyan
CDC42EP2	turquoise
CDC42EP3	grey
CDC42EP4	grey
CDC42EP5	brown
CDC42SE1	lightcyan
CDC42SE2	grey
CDC45	grey
CDC5L	blue
CDC6	grey
CDC7	black
CDC73	grey
CDCA2	grey
CDCA3	grey
CDCA4	grey
CDCA5	turquoise
CDCA7L	grey
CDCA8	grey
CDCP1	yellow
CDH1	yellow
CDH11	grey
CDH16	turquoise
CDH2	pink
CDH23	grey
CDH24	turquoise
CDH26	brown
CDH3	pink
CDH4	pink
CDH5	grey
CDH6	lightcyan
CDH8	grey
CDHR2	grey
CDHR3	red
CDHR4	red
CDHR5	turquoise
CDIPT	grey
CDK1	green
CDK10	grey
CDK11B	cyan
CDK12	greenyellow
CDK13	grey
CDK14	grey
CDK16	turquoise
CDK17	blue
CDK18	yellow
CDK19	grey
CDK2	yellow
CDK20	red
CDK2AP1	grey
CDK2AP2	grey
CDK3	turquoise
CDK4	grey
CDK5	grey
CDK5R2	turquoise
CDK5RAP1	grey
CDK5RAP2	lightyellow
CDK5RAP3	grey
CDK6	yellow
CDK7	black
CDK8	grey
CDK9	grey
CDKAL1	lightgreen
CDKL2	green
CDKL3	black
CDKL4	grey
CDKN1A	lightcyan
CDKN1B	grey
CDKN1C	grey
CDKN2A	grey
CDKN2AIP	grey
CDKN2AIPNL	black
CDKN2B	pink
CDKN2C	black
CDKN2D	grey
CDKN3	grey
CDNF	grey
CDR1	turquoise
CDR2	grey
CDR2L	yellow
CDRT1	grey
CDRT15	turquoise
CDRT15P1	turquoise
CDS1	green
CDS2	grey
CDT1	red
CDV3	grey
CDYL	yellow
CDYL2	grey
CEACAM1	brown
CEACAM19	pink
CEACAM5	brown
CEACAM6	lightcyan
CEACAM7	grey
CEBPA	turquoise
CEBPB	grey
CEBPD	brown
CEBPZ	blue
CECR1	grey
CECR2	turquoise
CECR5	grey
CECR6	turquoise
CEL	grey
CELF1	greenyellow
CELF2	grey
CELF5	turquoise
CELF6	turquoise
CELSR1	salmon
CELSR2	greenyellow
CELSR3	turquoise
CEMP1	turquoise
CENPB	grey
CENPC1	blue
CENPE	grey
CENPF	red
CENPH	grey
CENPI	green
CENPJ	black
CENPK	green
CENPL	grey
CENPM	grey
CENPN	blue
CENPO	darkred
CENPP	grey
CENPQ	blue
CENPT	grey
CENPV	grey
CENPW	black
CEP104	greenyellow
CEP112	green
CEP120	black
CEP128	red
CEP135	green
CEP152	grey
CEP164	darkred
CEP170	grey
CEP170P1	grey
CEP19	red
CEP192	black
CEP250	darkred
CEP290	black
CEP350	grey
CEP41	red
CEP44	black
CEP55	black
CEP57	black
CEP57L1	black
CEP63	green
CEP68	darkred
CEP70	black
CEP72	brown
CEP76	grey
CEP78	red
CEP85	grey
CEP85L	blue
CEP89	grey
CEP95	black
CEP97	green
CEPT1	blue
CERCAM	pink
CERK	grey
CERKL	red
CERS2	grey
CERS3	grey
CERS4	grey
CERS5	grey
CERS6	grey
CES1	grey
CES2	salmon
CES3	darkred
CES4A	red
CETN1	turquoise
CETN2	green
CETN3	black
CETN4P	black
CFB	lightcyan
CFD	grey
CFDP1	blue
CFH	grey
CFI	grey
CFL1	pink
CFL2	grey
CFLAR	grey
CFP	grey
CFTR	grey
CGGBP1	grey
CGN	greenyellow
CGNL1	grey
CGREF1	turquoise
CGRRF1	blue
CH25H	turquoise
CHAC1	lightcyan
CHAC2	grey
CHAD	brown
CHADL	grey
CHAF1A	grey
CHAF1B	darkred
CHAMP1	greenyellow
CHCHD1	blue
CHCHD10	grey
CHCHD2	grey
CHCHD3	grey
CHCHD4	grey
CHCHD5	red
CHCHD6	grey
CHCHD7	grey
COA4	grey
CHD1	blue
CHD1L	grey
CHD2	grey
CHD3	grey
CHD4	greenyellow
CHD6	grey
CHD7	grey
CHD8	greenyellow
CHD9	grey
CHDH	brown
CHEK1	turquoise
CHEK2	grey
CHERP	greenyellow
CHFR	brown
CHI3L1	grey
CHI3L2	grey
CHIC1	blue
CHIC2	black
CHID1	salmon
CHKA	grey
CHKB	grey
CHL1	grey
CHM	grey
CHML	grey
CHMP1A	grey
CHMP1B	brown
CHMP2A	grey
CHMP2B	lightgreen
CHMP4B	grey60
CHMP4C	grey
CHMP5	blue
CHMP6	grey
CHMP7	yellow
CHN2	red
CHODL	grey
CHORDC1	black
CHP1	grey60
CHP2	grey
CHPF	yellow
CHPF2	yellow
CHPT1	grey
CHRAC1	grey
CHRM3	grey
CHRM4	turquoise
CHRNA10	grey
CHRNA5	grey
CHRNA9	green
CHRNB1	pink
CHRNE	turquoise
CHST1	grey
CHST10	grey
CHST11	grey
CHST14	grey
CHST15	yellow
CHST3	yellow
CHST4	grey
CHST5	turquoise
CHST6	grey
CHST7	grey
CHST9	grey
CHSY1	grey
CHTF18	grey
CHTF8	salmon
CHTOP	grey
CHUK	blue
CIAO1	grey
CIAPIN1	grey60
CIB1	turquoise
CIB2	yellow
CIC	greenyellow
CIDEA	turquoise
CIDEB	red
CIITA	grey
CILP	grey
CINP	grey
CIR1	black
CIRBP	darkred
CIRH1A	blue
CISD1	blue
CISD2	grey
CISD3	grey
CISH	brown
CIT	grey
CITED2	turquoise
CITED4	turquoise
CIZ1	greenyellow
CKAP2	grey
CKAP2L	grey
CKAP4	pink
CKAP5	grey
CKB	grey
CKMT1A	turquoise
CKMT1B	grey
CKS1B	grey
CKS2	blue
CLASP1	yellow
CLASP2	grey
CLASRP	grey
CLCA1	brown
CLCA2	grey
CLCA4	grey
CLCC1	grey
CLCF1	pink
CLCN1	turquoise
CLCN2	grey
CLCN3	grey
CLCN4	yellow
CLCN5	yellow
CLCN6	turquoise
CLCN7	greenyellow
CLDN1	pink
CLDN10	grey
CLDN11	grey
CLDN12	grey
CLDN15	grey
CLDN16	red
CLDN17	turquoise
CLDN18	lightcyan
CLDN19	turquoise
CLDN23	grey
CLDN24	turquoise
CLDN25	turquoise
CLDN3	grey
CLDN4	brown
CLDN7	brown
CLDN8	black
CLDN9	grey
CLDND1	blue
CLEC12A	turquoise
CLEC14A	turquoise
CLEC16A	grey
CLEC2B	blue
CLEC2D	grey
CLEC4A	grey
CLEC4M	turquoise
CLEC7A	grey
CLGN	green
CLIC1	blue
CLIC2	grey
CLIC3	lightcyan
CLIC4	pink
CLIC5	grey
CLIC6	grey
CLINT1	grey
CLIP2	grey
CLIP3	grey
CLIP4	grey
CLK1	blue
CLK2	grey
CLK2P	turquoise
CLK3	grey60
CLK4	black
CLLU1OS	brown
CLMN	red
CLMP	pink
CLN3	greenyellow
CLN5	blue
CLN6	grey
CLN8	yellow
CLNK	green
CLNS1A	grey
CLOCK	brown
CLP1	grey
CLPB	grey
CLPP	grey
CLPTM1	greenyellow
CLPTM1L	grey
CLPX	grey
CLSTN1	greenyellow
CLSTN2	turquoise
CLSTN3	grey
CLTA	grey
CLTB	pink
CLTC	grey60
CLTCL1	grey
CLUAP1	green
CLYBL	grey
CMAHP	grey
CMAS	grey
CMBL	grey
CMC1	grey
CMIP	greenyellow
CMPK1	royalblue
CMPK2	grey
CMTM3	pink
CMTM4	grey
CMTM5	turquoise
CMTM6	grey
CMTM7	grey
CMTM8	grey
CMYA5	brown
CN5H6.4	turquoise
CNBP	blue
CNDP2	greenyellow
CNFN	brown
CNGA3	grey
CNGA4	red
CNIH	blue
CNIH2	red
CNIH3	grey
CNIH4	blue
CNKSR1	grey
CNKSR3	grey
CNN1	pink
CNN2	yellow
CNN3	grey
CNNM2	grey
CNNM3	cyan
CNNM4	greenyellow
BLOC1S4	turquoise
CNOT1	greenyellow
CNOT10	grey
CNOT2	grey
CNOT3	greenyellow
CNOT4	cyan
CNOT6	grey
CNOT6L	grey
CNOT7	blue
CNOT8	grey
CNP	yellow
CNPPD1	grey
CNPY2	grey
CNPY3	darkred
CNPY4	grey
CNST	grey
CNTD1	green
CNTD2	grey
CNTF	red
CNTLN	black
CNTN1	grey
CNTN3	grey
CNTNAP1	grey
CNTNAP3	red
CNTNAP3B	grey
CNTRL	red
CNTROB	grey
COA5	blue
COASY	greenyellow
COBL	grey
COBLL1	grey60
COBRA1	yellow
COCH	green
COG1	lightyellow
COG2	salmon
COG3	royalblue
COG4	grey
COG5	grey
COG6	blue
COG7	darkred
COG8	salmon
COIL	blue
COL12A1	grey
COL13A1	grey
COL16A1	pink
COL17A1	lightcyan
COL18A1	yellow
COL1A1	pink
COL1A2	grey
COL21A1	green
COL22A1	pink
COL24A1	grey
COL27A1	grey
COL28A1	green
COL3A1	grey
COL4A1	pink
COL4A2	pink
COL4A3BP	grey
COL4A4	grey
COL4A5	grey
COL4A6	grey
COL5A1	grey
COL5A2	pink
COL6A1	grey
COL6A2	brown
COL7A1	pink
COL8A1	grey
COL9A2	grey
COL9A3	turquoise
COLEC10	grey
COMMD1	blue
COMMD10	blue
COMMD2	blue
COMMD4	grey
COMMD5	grey
COMMD6	blue
COMMD7	turquoise
COMMD8	blue
COMMD9	grey
COMP	grey
COMT	grey
COMTD1	turquoise
COPA	greenyellow
COPB1	blue
COPB2	blue
COPE	yellow
COPG1	cyan
COPG2	grey
COPS2	blue
COPS3	grey
COPS4	blue
COPS5	blue
COPS6	grey
COPS7A	salmon
COPS7B	grey
COPS8	black
COPZ1	grey
COPZ2	grey
COQ10A	green
COQ10B	grey
COQ2	grey
COQ3	grey
COQ4	red
COQ5	black
COQ6	darkred
COQ7	grey
COQ9	grey
CORO1A	grey
CORO1B	greenyellow
CORO1C	royalblue
CORO2A	greenyellow
CORO6	grey
COTL1	grey
COX10	grey
COX11	grey
COX15	greenyellow
COX17	blue
COX18	brown
COX19	grey
COX4I1	brown
EMC8	grey
COX5A	turquoise
COX5B	blue
COX6A1	blue
COX6B1	grey
COX6B2	grey
COX6C	blue
COX7A1	turquoise
COX7A2	grey
COX7A2L	blue
COX7B	blue
COX7C	blue
COX8A	grey
CP	black
CPA4	brown
CPA6	grey
CPAMD8	grey
CPB1	turquoise
CPD	yellow
CPE	brown
CPEB1	grey
CPEB2	grey
CPEB3	grey
CPEB4	greenyellow
CPM	grey
CPNE1	grey
CPNE2	grey
CPNE3	grey
CPNE4	lightcyan
CPNE7	grey
CPNE8	grey
CPOX	grey
CPPED1	grey
CPS1	grey
CPSF1	salmon
CPSF2	grey
CPSF3	grey
CPSF3L	grey
CPSF4	grey
CPSF6	grey
CPSF7	greenyellow
CPT1A	salmon
CPT1B	grey
CPT1C	grey
CPT2	greenyellow
CPVL	grey
CPXM1	grey
CPZ	grey
CR1L	grey
CR2	turquoise
CRABP2	pink
CRADD	grey
CRAMP1L	greenyellow
CRAT	yellow
CRB3	brown
CRBN	blue
CRCP	grey
CREB1	grey60
CREB3	grey
CREB3L1	greenyellow
CREB3L2	yellow
CREB3L4	grey
CREBBP	cyan
CREBL2	black
CREBZF	blue
CREG1	blue
CREG2	brown
CRELD1	grey60
CRELD2	grey
CREM	black
CRIM1	cyan
CRIP1	red
CRIP2	grey
CRIP3	grey
CRIPT	blue
CRISP2	green
CRISPLD1	grey
CRISPLD2	grey
CRK	pink
CRKL	yellow
CRLF1	grey
CRLF3	royalblue
CRLS1	blue
CRNKL1	grey
CRNN	brown
CROCC	red
CROCCP3	grey
CROT	grey
CRSP8P	turquoise
CRTAC1	grey
CRTAP	grey
CRTC1	salmon
CRTC2	greenyellow
CRTC3	grey60
CRY1	grey
CRY2	grey
CRYAB	grey
CRYGS	grey
CRYL1	grey
CRYM	brown
CRYZ	grey
CRYZL1	black
CS	yellow
CSDA	grey
CSDAP1	turquoise
CSDC2	grey
CSDE1	grey
CSE1L	blue
CSF1	grey
CSF1R	turquoise
CSF2	pink
CSF3	grey
CSF3R	grey
CSGALNACT2	pink
CSK	greenyellow
CSNK1A1	brown
CSNK1A1L	turquoise
CSNK1A1P1	black
CSNK1D	greenyellow
CSNK1E	yellow
CSNK1G1	grey
CSNK1G2	grey
CSNK1G3	grey
CSNK2A1	yellow
CSNK2A2	cyan
CSNK2B	greenyellow
CSPG4	pink
CSPP1	black
CSRNP1	grey
CSRNP2	yellow
CSRNP3	grey
CSRP1	pink
CSRP2	grey
CSRP2BP	grey
CST1	brown
CST2	grey
CST3	brown
CST5	grey
CST6	grey
CSTA	royalblue
CSTB	lightcyan
CSTF1	grey
CSTF2	darkred
CSTF2T	salmon
CSTF3	black
CTAGE1	turquoise
CTAGE10P	turquoise
CTAGE11P	turquoise
CTAGE4	turquoise
CTAGE5	grey
CTAGE6P	turquoise
CTBP1	grey
CTBP2	salmon
CTBS	grey
CTC1	grey
CTCF	greenyellow
CTDNEP1	greenyellow
CTDP1	grey
CTDSP1	grey
CTDSP2	greenyellow
CTDSPL	grey
CTDSPL2	blue
CTGF	grey
CTH	grey
CTHRC1	grey
CTIF	grey60
CTNNA1	greenyellow
CTNNAL1	grey
CTNNB1	grey
CTNNBIP1	brown
CTNNBL1	grey
CTNND1	grey
CTNS	grey
CTPS1	pink
